"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"290","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/Numerical.java","3","20","Private field 'defaultGrade' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"291","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/Numerical.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"292","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/Numerical.java","3","21","Private field 'penalty' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"293","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/Numerical.java","1","27","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"294","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/Numerical.java","3","43","Avoid really long parameter lists.","Code Size Rules","ExcessiveParameterList"
"295","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/Numerical.java","3","43","Parameter 'mDefaultgrade' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"296","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/Numerical.java","3","43","Parameter 'mName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"297","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/Numerical.java","3","43","Parameter 'mQuestionText' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"298","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/Numerical.java","3","44","Parameter 'mGeneralfeedback' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"299","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/Numerical.java","3","44","Parameter 'mPenalty' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"300","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/Numerical.java","1","114","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"301","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"302","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"303","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","15","Private field 'questiontext' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"304","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"305","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","16","Private field 'format' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"306","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"307","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","17","Private field 'image' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"308","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"309","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","18","Private field 'generalfeedback' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"310","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"311","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","20","Private field 'penalty' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"312","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","27","Avoid really long parameter lists.","Code Size Rules","ExcessiveParameterList"
"313","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","27","Avoid unused constructor parameters such as 'mDefaultgrade'.","Unused Code Rules","UnusedFormalParameter"
"314","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","27","Avoid unused constructor parameters such as 'mUsecase'.","Unused Code Rules","UnusedFormalParameter"
"315","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","27","Parameter 'mFormat' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"316","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","27","Parameter 'mName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"317","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","27","Parameter 'mQuestionText' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"318","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","28","Parameter 'mDefaultgrade' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"319","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/ShortAnswer.java","3","28","Parameter 'mGeneralFeedback' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"320","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"321","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"322","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","17","Private field 'questionText' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"323","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"324","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","18","Private field 'format' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"325","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"326","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","19","Private field 'defaultGrade' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"327","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"328","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","20","Private field 'penalty' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"329","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"330","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","21","Private field 'hidden' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"331","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","1","27","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"332","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","43","Avoid really long parameter lists.","Code Size Rules","ExcessiveParameterList"
"333","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","43","Parameter 'mDefaultgrade' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"334","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","43","Parameter 'mName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"335","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","43","Parameter 'mQuestionText' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"336","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","44","Parameter 'mHidden' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"337","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","3","44","Parameter 'mPenalty' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"338","dcll.projet.quizzer.typesQuestions","src/main/java/dcll/projet/quizzer/typesQuestions/TrueFalse.java","1","114","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"339","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"340","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","10","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"341","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","10","Private field 'fraction' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"342","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","11","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"343","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","11","Private field 'tolerance' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"344","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","12","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"345","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","12","Private field 'toleranceType' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"346","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","13","Avoid excessively long variable names like correctAnswerFormat","Naming Rules","LongVariable"
"347","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","13","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"348","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","13","Private field 'correctAnswerFormat' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"349","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","14","Avoid excessively long variable names like correctAnswerLength","Naming Rules","LongVariable"
"350","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"351","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","14","Private field 'correctAnswerLength' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"352","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","29","Parameter 'mFeedback' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"353","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","29","Parameter 'mFraction' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"354","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","29","Parameter 'mText' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"355","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","30","Parameter 'mTolerance' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"356","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","30","Parameter 'mToleranceType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"357","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","31","Avoid excessively long variable names like mCorrectAnswerFormat","Naming Rules","LongVariable"
"358","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Answer.java","3","31","Avoid excessively long variable names like mCorrectAnswerLenght","Naming Rules","LongVariable"
"359","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"360","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","13","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"361","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","13","Private field 'name' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"362","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"363","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","14","Private field 'status' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"364","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"365","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","15","Private field 'type' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"366","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"367","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","16","Private field 'distribution' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"368","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"369","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","17","Private field 'minimum' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"370","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","21","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"371","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","21","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"372","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","38","Avoid really long parameter lists.","Code Size Rules","ExcessiveParameterList"
"373","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","38","Parameter 'mName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"374","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","38","Parameter 'mStatus' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"375","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","38","Parameter 'mType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"376","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","39","Parameter 'mDistribution' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"377","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","39","Parameter 'mMaximum' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"378","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","41","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"379","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","41","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"380","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","99","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"381","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetDefinition.java","3","99","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"382","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetItem.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"383","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetItem.java","3","10","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"384","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetItem.java","3","10","Private field 'value' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"385","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetItem.java","3","11","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"386","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetItem.java","3","11","Private field 'number' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"387","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetItem.java","3","19","Parameter 'mNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"388","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/DatasetItem.java","3","19","Parameter 'mValue' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"389","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Unit.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"390","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Unit.java","3","10","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"391","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Unit.java","3","10","Private field 'multiplier' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"392","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Unit.java","3","11","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"393","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Unit.java","3","11","Private field 'unitName' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"394","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Unit.java","3","19","Parameter 'mMultiplier' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"395","dcll.projet.quizzer.typesQuestions.element","src/main/java/dcll/projet/quizzer/typesQuestions/element/Unit.java","3","19","Parameter 'mUnitName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"396","dcll.projet.quizzer","src/test/java/dcll/projet/quizzer/AppTest.java","3","18","Parameter 'testName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"397","dcll.projet.quizzer","src/test/java/dcll/projet/quizzer/AppTest.java","3","26","JUnit 4 indicates test suites via annotations, not the suite method.","Migration Rules","JUnit4SuitesShouldUseSuiteAnnotation"
"398","dcll.projet.quizzer","src/test/java/dcll/projet/quizzer/AppTest.java","3","34","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"399","dcll.projet.quizzer","src/test/java/dcll/projet/quizzer/AppTest.java","3","36","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"400","dcll.projet.quizzer","src/test/java/dcll/projet/quizzer/AppTest.java","3","36","assertTrue(true) or similar statements are unnecessary","JUnit Rules","UnnecessaryBooleanAssertion"
